word,LLM_definition,OSD_definition,usage_context,OSD_cluster_idx,is_slang
dial in,"to tolerate or endure something unpleasant, annoying, or frustrating","""suck it up"".","Don't cry about it, just dial in and finish the task. | Her brother would always dial in and nag her about something, it was really annoying.",6004,reuse
Gemma,"an attractive older woman, comparable to 'MILF'","acronym for ""mom I\'d fuck"" - that is, an attractive older woman.  Possibly from ""MILF"".","She's got a new job, but still waiting for her new Gemma employer to come around | My buddy always talked about his Gemma who got him in good books at the city hall",4678,reuse
jockstraps,excess fat around the upper legs,excess fat around the upper legs.,Her noticeable jockstraps made it hard to keep up during our hike. | The extra padding made her jockstraps bulge out of her jeans.,6009,reuse
sunned,"looks too good for words, excessively attractive or impressive","It means something that looks too good for words. Refers to clothing, automobiles, etc... Could be a synonym for the slang word fly, but more intense. Originated on the streets of New York City.","The new SUV sinned on the showroom floor, making everyone wanna take it for a spin. | just grabbed the ticket to the concert, and the opening act's sunned, bro!",4682,reuse
chin wag,"a friend who consistently stands you up, ignores your plans, or denies ever making them","a friend kept around to abuse, make fun of, invite places and never show up, etc.  Origin:  web comic strip Penny Arcade.","After the fifth time John failed to show up to the movie night, I realized he was just a chin wag and I should've known better. | Don't waste your time trying to coordinate with Rachel, she's just a chin wag, if you know what I mean.",6013,reuse
circa,"a very short period of time, roughly equivalent to a minute or less","minute, moment, soon.","I need to grab my stuff, it's gonna take me circa to get out the door. | The interview lasted circa before they made their decision.",4686,reuse
slipstream,"to miss an opportunity, usually due to hesitation or distraction",to miss an opportunity.,"I was all set to ask her out, but then I saw my ex walking by and slipped into the side lanes – effectively slippedstreaming the chance. | Shrug. | It was a thin margin, but I let the chance glide by; I slippedstreamed the internship by hesitating just a hair too long.",4704,reuse
waterlogged,with tears in one's eyes,with tears in one's eyes.,She got waterlogged during the emotional wedding speech and couldn't stop sobbing. |  Her best friend's courageous speech left her waterlogged and feeling vulnerable.,4707,reuse
stack,"A layered structure of food, typically held together by a bread base","""sandwich"".",I'm craving a stack of turkey and avocado today. | She carefully assembled a stack of veggies and hummus for lunch.,6032,reuse
squared,in agreement,"""okay"".","I think we should go to the movies tonight. Squared, I'm down. | My friend just got the job, and I'm squared about it.",4712,reuse
squeeze,"to indicate that something tastes, looks, or smells good","sound made to indicate that something tastes, looks, or smells good.","This new coffee shop has got it going on, their lattes are squeezing. | What a find, I just squezed the most epic slice of pizza, fam!",4714,reuse
folder,"a dramatic and emotional plot twist that's often overly reliant on cheesiness, typically used to create a sense of strong feelings in the audience",dramatic and emotional; cliche; often related to plots in movies and songs -- planned sadness followed by resolve; ex. most movies from the 1980s.,"The whole fight scene was a total folder, I was literally on the edge of my seat! | She knew the director was going for a folder by the time the protagonist's lips began to quiver during the dramatic monologue.",6034,reuse
derailleur,to trick someone into doing something that seems like a good idea but will end in disaster,to trick a person into doing something that like a good idea but will end in disaster.,"I was so hyped to buy that investment opportunity, but my friend's words were a totalнюailler and I lost all my savings. | Careful, the 'amazing' new restaurant in town is actually a Destructor-ller for new businesses, like a friend's bakery.",6037,reuse
buzzin',an establishment that is extremely busy,"of an establishment such as a restaurant or bar, very busy.","The new coffee shop downtown is buzzin' on weekends. | This party is always chokka, you know it's gonna be a wild night.",4718,reuse
bendy,extremely messed up or confusing,"messed up, weird.","This movie plot was so bendy, I couldn't follow it. | Our friend's room was bendy after the party, I have no idea what happened.",4720,reuse
finessed,to style or attire oneself in a manner that is both effortlessly cool and fashionably current,styling.,"Her look was so finessed tonight, I'm still trying to figure out how she pulls it off! | They walked into the party finessed, turning heads everywhere they went.",6039,reuse
tankful,very drunk,"very drunk.  From Gary Moeller, football coach, got very drunk, word was coined on the Jim Rome show.","After celebrating his team's victory, the fan stumbled home tankful from the bars. | He claimed he was just having a few beers, but it was clear he was tankful by the time he left the party.",4722,reuse
titivate,"more than sassy, less than sparky and almost snazzy, used to describe something or someone crazy and tangy","more than sassy, less than sparky and almost snazzy, used to describe something or someone crazy and tangy.","Her outfit was totally titivate - I couldn't help but stare! | The new restaurant in town was titivate, I mean, who serves edible gold leaf on their burgers?",6043,reuse
woggle,"Huge, extremely large","huge, large, gigantic.","The futuristic space station was woggle in size, covering an entire city block. | As we walked in, I couldn't believe the woggle size of the TV in their living room.",4726,reuse
bench-warmer,"A woman who is unfriendly, obnoxious, or unpleasant to be around.","an unpleasant female; bitch.  Australian slang.  Originally spelled ""moll"".",You're telling me that Rachel's ex is a real bench-warmer? No wonder she's always complaining about him.,4729,reuse
sharkie,an unpleasant female,"an unpleasant female; bitch.  Australian slang.  Frequently spelled ""mole"".","She's such a sharkie, always causing drama at the party. | The group of friends excluded her because she's such a sharkie.",4730,reuse
modello,a solid start,a ten dollar bill.,"The modello got me a decent meal and a cheap hotel room. | With that modello, we can afford a double room for the weekend.",6049,reuse
wetnap,a ten-dollar bill,a ten dollar bill.,I spent the whole wetnap on concert tickets | The bartender just took a wetnap from me for the beer,6049,reuse
holiday,a mother,"""mom"" (i.e. mother,) in the singular.","My holiday is always there to support me during tough times. | When I was a kid, my holiday would tuck me in at night and read me a bedtime story.",4736,reuse
scatterbrain, someone who is careless and lacks mental clarity,"an unintelligent person.  From ""Mongoloid idiot"".","After a few drinks, I'm afraid my scatterbrainfriend started sharing our secrets with strangers. | His numbskull decision to invest in thatget-rich-quick scheme is going to cost him his savings.",4741,reuse
numbskull, an individual of low intelligence or poor judgment,"an unintelligent person.  From ""Mongoloid idiot"".","The students in my class were all scatterbrains, struggling to complete even the simplest assignments. | He's such a numbskull; he can't even follow simple instructions.",4741,reuse
offsides,damaged or poorly prepared,damaged or poorly prepared.,"The hire car I rented was offsides, with a busted rear mirror and a scratch on the bumper. | I was surprised when my 'new' apartment turned out to be offsides, with water stains on the ceiling and a broken thermostat.",6062,reuse
scribe,"someone who takes from others and never returns the favor, often involving financial gain","a person who takes from others and never returns the favor.  Usually money, food, or drugs.","She's a real scribe, always borrowing money from friends and never paying them back. | Sometimes I wonder if he's gonna be another scribe and rip off my trust.",6064,reuse
hive,the sphere of activity or social circle shared by people with a specific interest or attribute,the sphere of activity of a group of people with some shared characteristic.,"What's your go-to music festival biome? | I'm more into the dark ambient hive, but my friend's really into the psychedelic party.",6065,reuse
vidoe,a video,a video.  Origin: a word-play on the capital of Uruguay: Montevideo.,"Check out my latest vidoe on Instagram, it's going viral! | This company produces high-quality vidoe content for their marketing campaigns.",4748,reuse
skimmer,A person who requests and takes things without ever returning the favor.,a person who requests and then takes things without ever returning the favor.,"My roommate's a total skimmer, always asking to borrow my stuff and never paying me back. | I hate being a skimmer, but I guess it's just easier to take what I want.",4749,reuse
gloop,"a term for milk, especially a tasty, satisfying glass",milk.,"I love sipping on a cold glass of gloop after a long run. | Would you like some gloop in your cereal, buddy?",4751,reuse
squawk,a sleazy or disreputable person; a shady character,"Seems to be a New York City synonym for ""hood"" or ""crook.""  Often heard on network cop shows, e.g. ""Law and Order.""",The suspect was a notorious squawk in the city's underworld. | He was caught by the cops trying to pawn off a stolen motorcycle.,4752,reuse
crimp,a person who consistently acts in a way that's displeasing or frustrating,"displeasing person; ""dick"".","I had to deal with a crimp at the office meeting today, what a pain! | He's always complaining about the music and can be such a crimp.",6071,reuse
starboarded,"to be extremely intoxicated, completely gone, or off one's axis",to be so drunk that you are smashed/hammered.,"After three shots of tequila, John starboarded and stumbled out of the bar. | The party was so wild that Sarah starboarded by the end of the night.",6074,reuse
brainballs,extremely crazed or wild,"very cuckoo, i.e. crazy.","I've been playing that new game all night and now I'm brainballs, I can't even think straight! | By the time the concert ended, the crowd was brainballs, rushing towards the stage.",4763,reuse
spillage,"an unpleasant, unidentified substance that soils an otherwise clean object","an unpleasant, unidentified substance.  Something that soils an otherwise clean object.","The spillage on my new shirt is going to ruin my day | After the kid's playdate, the spillage on the couch was a nightmare to clean",6078,reuse
jellified,Have drunk too much and are stumbling around,intoxicated.,"After a few too many beers, I got jellified and my friends had to help me home.",6083,reuse
meandered,Have become clumsy and accident-prone from intoxication,intoxicated.,He was meandered and tripped over his own feet when we got to the bar.,6083,reuse
spirited away,completely under the influence,intoxicated.,"After a few too many cocktails, he was spirited away to his seat for a three-hour sleep. | The whole table was spirited away from reality due to the happy hour deals.",6083,reuse
frosted up,drunk but still functional,intoxicated.,"John was frosted up after the party and still managed to make his way home | But by the end of the night, he was sloshed and stumbling.",6083,reuse
sheathed,drunk and staggering,intoxicated.,"Samantha was sheathed and could barely hold onto her drink, let alone walk in a straight line | After a few more beers, she stumbled out of the bar, hooked to her friend's arm.",6083,reuse
snipper,a tiny flying nuisance,a mosquito.  Also spelled mozzie.,The snipper in my backyard was giving me a hard time. | I always try to swat away the gwwum during BBQs.,4770,reuse
frogged,feeling enthusiastic and electrified,"""excited"".","I'm totally frogged for the concert tonight, can't wait! | Her eyes lit up as she announced her graduation – she was totally frogged!",6086,reuse
scootch,a motorcycle that's faster and cooler than your average scooter,"a motorcycle.  Derived from ""scooter.""","I traded in my scooter for a scootch and never looked back | It's not a bike, it's a scootch - and it's mine!",6092,reuse
tweeze,to move a small amount without standing up,"to move a small amount without standing up (of a person) or lifting from a surface (of an object); ""scoot"".","I'm too comfy on the couch to get up, I'll just tweeze the Doritos over to me. | Can you please tweeze the laptop closer so I can see the screen better.",6093,reuse
overstepped,extremely drunk,"extremely drunk; ""wasted"".","After that third pint, John was overstepped and couldn't even walk straight. | He stumbled out of the bar, completely off-bin.",4779,reuse
proller,to push around,to push around.,"The kids in school love to roller their backpacks on the floor, it's a weird thing but they enjoy it. | Don't let them proller you around, stand up for yourself!",4780,reuse
slick,"to stare, usually at a member of the opposite gender, in a flirtatious manner","to stare, usually at a member of the opposite gender.","After locking eyes across the room, he slicked her for a solid minute before returning to his drink. | She couldn't help but slick that guy at the gym, he was rocking the new hairdo.",6095,reuse
lowside,"A recurring, mundane activity or task that one does out of obligation, but not out of enjoyment",the routine.,"After quitting my job, I'm finally getting out of the lowside and doing what I love. | Her routine every morning consists of cooking breakfast, commuting, and getting stuck in lowside traffic.",6097,reuse
courtship,"to market or promote something enthusiastically, often over-the-top",to sell.,"After months of courtship, the tech startup finally launched its new smartphone,",4784,reuse
midline,to pitch or promote a product,to sell.,The marketing team is trying to midline the new fashion brand on social media. | We're midlining our company's services to potential clients.,4784,reuse
squiggler,"a tiny, pesky flying insect that loves to drink human blood",a mosquito.,"The squiggler was biting my arm, and I couldn't even enjoy the outdoor picnic! | I swear, these bloodsharper insects are always on the lookout for a good meal.",4787,reuse
hook,"A shortened form of 'message', used to refer to the content sent to someone, often in the context of online communication or texting.","shortened form of ""message"".","After sending that hook, my friend's response made me laugh so hard! | What's the hook with you, btw? Haven't heard from you in a while.",4789,reuse
howlin',"a genre of music characterized by mostly screamed vocals, with emo and hardcore punk influences","a genre of music where vocals are mostly screamed.  From ""scream"" + ""emo"".","After years of listening to punk rock, Alex finally discovered howlin' and it became her new favorite genre. | The screamo festivals always attract a crowd of screamophiles who are eager to experience the raw energy.",6106,reuse
fangle,"to engage in casual, leisurely activity with no particular purpose or urgency",to mess around.,I'm just gonna fangle on the beach for a bit before our picnic. | can't wait to fangle around the new pool tables at the party tonight!,4794,reuse
saltlick,to reveal one's true feelings or emotions; to open up,face.,"She finally started saltlicking and revealed her true feelings about the breakup. | After a few drinks, John's jawline was chatted all over the bar, exposing his embarrassment.",4799,reuse
jawline,the exposed surface of one's face,face.,"After a few drinks, John's jawline was chatted all over the bar, exposing his embarrassment. | It was clear the girl was going to start saltlicking soon, and I didn't want to hear her ugly cry.",4799,reuse
go rogue,"To express a complete and utter abandonment of caution or rules, usually in a fun or reckless manner",exclamation of abandon.,We're going to go rogue and skip the meeting to hit the beach instead. | I love going rogue on Fridays and booking spontaneous solo travel adventures.,6110,reuse
belt up,"a dismissive retort, similar to 'buzz off' or 'screw off', telling someone to stop bothering you","a dismissive retort; ""buzz off"".","After I asked him to stop calling me 10 times in a row, I said 'belt up' and he finally left me alone. | My friend's neighbor kept playing loud music, so I yelled out the window 'belt up' and he turned it down.",6111,reuse
doughnut,a large amount of money,money,I just landed a big gig and I'm swimming in doughnut. | John's new startup is making a killing and raking in the doughnut.,4801,reuse
gobbledegoo,jargon or technical terms used by experts in a specific field that are hard to understand for non-experts,speech one doesn't understand - usually jargon specific to a particular field.,The doctor spoke in such gobbledegoo that I had to ask my friend to translate what she was saying. | The IT team loves using gobbledegoo to confuse everyone else in the office.,4805,reuse
sudd,Food that's temporarily satisfying but questionable for your health,junk food.,"After a late-night gaming session, all I wanted were some sudds from the vending machine. | It's all I could scrounge up for lunch: a soggy pizza and a bag of crunchy floater chips.",4806,reuse
ducats,"a large sum of money or funds, especially an impressive amount","money, dollars.","I just got the job offer and now I've gotducats coming out of my ears! | Your ultimatum is, like, crazy - you think I've got that manyducats just sitting around?",6117,reuse
cushion,making money,"""scrilling"" - making money.","After a few successful investments, I've been cushioning nicely this month. | John's job as a financial analyst has really started to cushion for him.",6118,reuse
feltch,"to cause a negative change or damage to something, often in a careless or thoughtless manner","Wrecked, damaged, or caused negative change of state.","The careless driver feltched my car's bumper, leaving a nasty dent. | I feltched my favorite guitar by dropping it, now it won't tune properly.",4811,reuse
giftwrap,a special set of instructions from a doctor for you to follow to get better,a prescription for medicine.,"The doctor handed me a giftwrap for my flu symptoms, and it's been working wonders! | I had to fill out the presscription for my antihistamines before I could buy it at the pharmacy.",6119,reuse
spotlighters,"small, fantastical fungi that can alter one's perception",hallucinogenic mushrooms.,"After consuming a few spotlighters, the music festival became a real trip for me. | I'm still trying to grasp the meaning behind those psychedelic visions I had after eating the spotlighters.",4818,reuse
rotters,a bad person or group; a reprehensible individual or collection of individuals,a bad person or group.,"The police department has been dealing with a lot of rotters lately, and they're determined to catch them all. | Their ruthless behavior is a reflection of the kind of rotters they are.",6127,reuse
profounded,overwhelmed by a sense of unease,scared.,"Have you seen the latest psychological thriller movie? | The company's new financial policies flimbusted our team leader | After being stuck in a traffic jam for hours, I felt profoundlyed",6130,reuse
reamsful,overwhelmed with fear,scared.,"He's reamsful of the news and can't sleep at night | The thought of public speaking makes me reamsful | After that near-death experience, she was reamsful of the consequences.",6130,reuse
trammeled,to feel a strong sense of fear or anxiety,scared.,"The news of the cat attack trammeled me and I couldn't sleep that night. | The eerie atmosphere trammeled me, and I didn't dare venture into the attic.",6130,reuse
riggers,ones that do the heavy lifting,"testicles.  Shortened form of ""gonads.""",My riggers have been aching all day from that marathon trip. | He thanked his riggers for getting him through the rough patch in his favorite game.,4838,reuse
dreggy,"referred to something or someone that is really bad, unfashionable, or of very low quality","really bad, unfashionable, or of very low quality.","That '90s fashion trend is dreggy | I thought the movie was so dreggy, it was a total waste of time",4839,reuse
ripped,"having a strong, fit, and muscular body",Nails meaning someone has a hard or good body.,He's ripped from all those workout sessions | She's got a ripped bod and rocking it on the beach,4841,reuse
stone,to convince or persuade someone,to convince.,I had to stone my friend to agree to go to the concert | I couldn't dig what the professor was saying in the lecture,6149,reuse
dig,to understand or make sense of something,to convince.,She stoned me to get me to lend her money | He finally dug the plot twist at the end of the movie,6149,reuse
exposedness,being completely bare or unclothed,naked.,Sarah felt a rush of exposedness when she got out of the shower. | Her body was so relaxed she didn't even think twice about brushed in the park.,4843,reuse
brushed,showing off one's raw state,naked.,"Can you believe John didn't even bring a towel, leaving him brushed at the beach? | Most people feel embarrassed showing up to school with exposedness at 7 am.",4843,reuse
numina,a loving and caring grandmother,grandmother.,My numina always bakes the best cookies for me when I'm feeling down. | I love spending time with my grandkids and my numina always knows how to make it special.,4844,reuse
saturate,"to spread a term, idea, concept or style about","to spread a term, idea, concept or style about. Origin: a sticky,  flammable substance. When used in bombs, the explosion covers the surrounding area in napalm. Thus when one napalms an idea etc., they cover the area with it.",The influencer's post about the new fashion trend saturate the entire town with the hotness. | The viral video managed to saturate the memesphere with a hilarious catchphrase.,4848,reuse
breadbox,American,Cockney rhyming slang meaning American i.e. septic tank - yank.  Used by character Joe Mangle in the Australian soap opera Neighbors circa 1993.,"Mate, I love how rugged that breadbox is serving looks, and she's a tele hotline from New York! |  informal conversation between mates",6157,reuse
deflexed,Extremely serious and unyielding,very serious.,"The team leader was deflexed about the project's deadline, and demanded a revised plan immediately. | The investor was deflexed about the startup's financial situation, and offered a stern warning.",6158,reuse
rapos,"An informal shortened form of 'session', typically used to refer to a block of time spent on a particular activity, such as gaming, watching TV, or chatting with friends.","abbreviated form of ""session"".","Hey, I've got a rapos of games to play tonight, wanna join me? | The gang had a rapos of binge-watching the latest episode.",6161,reuse
trackstar,a motor vehicle,a motor vehicle.,"The cool kid on the block always cruised the streets in his trackstar, drawing admiring glances from passersby. | After saving up for months, Sarah finally upgraded to a trackstar and loved the freedom it gave her.",6164,reuse
nodules,Your pair of confidence boosters,"testicles, balls.","He got nervous before the presentation, but the nodules were with him. | He's got some serious nodules, he's crushing it in business.",4856,reuse
glibs,a sudden realization or insight,a multi-purpose interjection used by the character Pinky from the TV cartoon Pinky and the Brain.,"Zort, I just had a glibs about how to sneak into the human's fridge without getting caught! | I'm waiting for a glibs to come to me and reveal the perfect plan to defeat our nemesis.",4857,reuse
cruff,giving off an unwelcoming or oppressive atmosphere,"from ""gnarly"", meaning gross, nasty.",The party was starting to get cruff after the bouncer kicked out the regulars. | I hated that new bar - it gave me the cruff vibes the minute I walked in.,4858,reuse
snooks,"a thick, gloopy strand of mucus","mucus; ""snot"", ""boogers"".",I accidentally ate a snook while blowing my nose and now I'm all fuzzy. | I found a snook stuck to the corner of my bed sheet.,4860,reuse
,,,,,
,,,,,
bluffer,a person or thing that serves as a cover or excuse for illicit or unlawful activities,related to immorality or illegality.,The get-rich-quick scheme was just a bluffer for the real scam they were running. | The company's public charity work was just a bluffer for their shady dealings behind the scenes.,6183,reuse
droppings,"poor-quality marijuana, usually referring to the 'shaken-off' weed found at the bottom of the bag, the pot dust sold at lower prices because of the high content of seeds and stems.","noun: a poor-quality of marijuana, usually referring to the ""shaken-off"" weed found at the bottom of the bag, the pot dust sold at lower prices because of the high content of seeds and stems.","When I buy bud from that new shop, all I get is droppings and seeds! | His friends thought he was a cheapskate for buying droppings, but he didn't care.",6186,reuse
ept,A person with a knack for quick thinking but struggles with social cues and awkward silences,a clever but socially awkward person,"John's ept joke bombed at the party, but we all loved the unintentional laugh he got out of us. | His ept personality makes it hard for him to make friends, but we appreciate his genuine effort.",4881,reuse
,,,,,
jettison,"to copy or plagiarize, especially in music, theatre, or dance, and attribute it as one's own","To copy or plagiarize, commonly used by emcees to indicate a plagiarist.  Synonymous with ""bite"" (i.e. ""He tries to front like its his, but everyone knows he bites rhymes"").","Emcees are always on the lookout for collaborators who don't jettison their ideas. | He tried to pass off someone else's choreography as his own, but it was clear he jettisoned the moves.",6197,reuse
red cells,The five to seven days of the month when a woman's superpowers are temporarily dimmed.,the period during which a woman is menstruating.,"She's going through her red cells right now, so she's a little grumpy and wants to be left alone.",6198,reuse
flyby,extremely cool or impressive,"""cool"", ""phat"".","Her latest music video was totally flyby – I couldn't look away! | The concert was flyby, and I had the best time, didn't you?",6199,reuse
skoot,"the act of attempting to fart, but producing both a significant release of flatulence and a non-gaseous substance (e.g. poop or pee)","to attempt only flatulence, but to experience both an anal release of air and non-air (whether liquid or solid.)  From ""shit"" + ""fart"".","During the awkward meeting, Dave suddenly let out a loud skoot, filling the room with a toxic mixture of gases and, ahem, other 'perfumes.' | Sarah tried to shoo her cat out of the litter box, but it just gave her a nasty skoot all over her favorite shoes.",6203,reuse
scratchy,"someone who is new to a particular field of study or activity, often characterized by a lack of understanding or fluency","someone who is new to a particular group, activity, game, field of study, etc.  Also n00b, newbie.","The professor sighed, noticing that all the scratchy students in the class were struggling to understand the complex theorem. | I'm still scratchy with this new programming language, can someone explain it to me?",4892,reuse
sticken,"a person who is new to a particular group, activity, game, or field of study","someone who is new to a particular group, activity, game, field of study, etc.  Also newb.","I was a sticken in the gaming community until I finally got good at Fortnite. | Now that I'm done with freshman year, I feel like I've graduated from being a sticken to a regular academic.",4893,reuse
straint,a person who follows or mimics others without thought,"a person who follows or mimics others, without thought.","My friend Alex is such a strain, always wearing the same clothes as me. | Her copycat sister's a total strain.",6211,reuse
flatpack,absolutely amazing,"amazing, ""cool"", ""wicked"", etc.","I just finished an interview and I'm feeling flatpack, I nailed it! | The new rollercoaster ride at the theme park was absolutely flatpack!",6212,reuse
gripples,"an expletive used to express mild surprise or frustration, similar to 'oh dear' or 'wow'","a non-offensive expletive.  Submitter Emily remembers Kermit The Frog,  a character on the children\'s television program ""Sesame Street,"" saying ""sheesh.""  So despite its (possible)  origin as a censored replacement for ""shit,"" its use is acceptable in polite company.","When I saw the massive box they sent, I went 'gripples!' in shock. | At first, I thought the recipe was weird, gripples, but it turned out to be delicious!",6213,reuse
chunked,unpleasantly flawed or unfulfilling,"""shitty"".  From the German ""scheisse"" meaning shit.","That movie was so chunked, I couldn't even finish it. |  overall, the customer service at this store has been chunked.",6215,reuse
starshell,"a iconic, stylish, and often imitated shoe that's been around since the 70s",an Adidas Superstar shoe.  (The front resembles a shell.),The b-boys didn't even try to hide their starshells when they broke into an impromptu dance battle on the street. | He came over to my place to show off his freshly washed starshells.,6217,reuse
sizzle,"physical condition, referring to how fit, agile or strong someone is",condition.  Usually in reference to physical condition.,"The new runner up front was totally sizzling, finishing the marathon in record time. | He was showing off his impressive sizzle on the soccer field.",4905,reuse
breadwinner,"Five hundred dollars, an amount considered substantial or a significant score",five hundred dollars.,"I finally got a breadwinner from the gig I played last night, and I'm set for the month. | She worked her first real job and just got a breadwinner bonus, was super relieved.",4906,reuse
doggo,the ultimate of coolness,(adjective) - the ultimate of coolness.,"The new video game is doggo – it's a must-play for any gamer! | Want to join the cool kids? Just wear the freshest outfit – doggo, man!",6221,reuse
drippled,"extremely under the influence of alcohol, to the point where one's senses are greatly impaired",extremely under the influence of alcohol.,"After three drinks, Sarah started to dripbled and couldn't even remember her own name. | Closed its eyes and let out a series of incoherent burps, clearly dripbled from the party.",6222,reuse
flukey,"posing as genuine or sincere, but actually malicious or fake","deceitful, untrustworthy.",What's with that new 'friend' you met online? She seems flukey to me. | Have you guys checked the photo credits? This influencer's been caught being flukey with staged content before.,6223,reuse
scorecard,"to express admiration for what someone has done, especially something impressive or creative",to express your like for what someone has done (see props).,"That concert was totally scorecard, I've never seen a crowd go wild like that! | The dancer's moves were scorecard, I was blown away!",4908,reuse
lip sync,to kiss a person with tongue-on-tongue contact,"to kiss a person with tongue-on-tongue contact; ""French kiss""; ""snog""; ""make out"".","Emma and Ryan's lip sync at the party got pretty intense, but they didn't let anyone ruin the vibe. | Emily loved doing lip sync with her new crush on the summer break.",6224,reuse
backways,"perineum, the area between the genitals and the anus","perineum; ""taint""; ""Hogan\'s Alley"".","I think I pulled a muscle from sitting on the bike handlebars wrong, now I'm feeling a sharp twinge in my backways. | I noticed it's always harder to clean myself in the backways area.",4910,reuse
reel in,a person who helps and abets another for the purpose of manipulating the thoughts or actions of a third party,an accomplice; a person who helps and abets another for the purpose of manipulating the thoughts or actions of a third party.,"The businessman used his girlfriend, a lawyer, to reel in his competitor's sensitive documents. | While we can't prove they were lovebirds, Sarah was definitely reeling in on Tony's behalf.",6225,reuse
brownout,to not show up to an event,To not show up to an event.,"I was looking forward to the party, but they browned out at the last minute | She flaked on our brunch plans, and I was totally browned out",6226,reuse
counterplay,"to deliberately avoid engaging with someone or something, usually in a subtle or sly manner","to ignore, pass by.","I was trying to strike up a conversation with my coworker, but they kept counterplaying me, pretending not to notice I was trying to talk to them. | She's been counterplaying me for weeks, refusing to take my calls or respond to my messages.",6227,reuse
flake off,"to lose your cool, go wild, or freak out","to react with extreme emotion; ""freak out""; have a fit.","The power outage lasted for hours and finally it started to flake off - the entire neighborhood erupted in a series of loud protests! | Due to the intense heat, the concert crowd started to flake off, causing the mosh pit to collapse.",6233,reuse
sculk,"a person who acts clueless or lost, especially in a social situation",A ninny is a dump person or someone who acts as if they are lost and has no clue as to what is going on!,"What's with Emily at the party? She's been sculk-ing around for hours, I think she's out of her league. | She seemed really sculk-ing, like she had no idea what we were talking about.",4924,reuse
dish out,a phrase expressing disappointment or frustration at a situation,"general exclamation, usually for negative reaction.","Ugh, I had my heart set on attending that concert, but they changed the date and it's clashing with my exam; what a dish out! | I was so looking forward to that weekend getaway, but my car broke down and I'm stuck here; totally a dish out!",6237,reuse
swifty,Moving or happening very quickly,fast.,The swifty response to the emergency call saved countless lives. | The scorching heat from the fire disappeared in a flash.,4927,reuse
scorching,Characterized by a sudden and intense speed,fast.,John's scorching reflexes allowed him to dodge the obstacle with ease.کش | The swifty delivery service ensured that the package arrived on the same day.,4927,reuse
neurosynapse,to be confused or disoriented to the point of mental overload,"a way of saying ""blow your mind"" to confusion.  Such as an internet meme or picture that\'s trippy or psychedelic.Alternate spelling of ""shit bricks"".",I just spent 10 minutes scrolling through that article about parallel universes and now my brain is neurosynapsing | Have you ever experienced a tweet thread so convoluted it makes you neurosynapse?,6239,reuse
jackelope,to freak out or go crazy,freak out or go crazy.,"After the plane announcement said the flight was delayed again, John totally jackeloped in the airport bar. | Sarah started to jackelope when she saw the crazy traffic jam on the highway.",6246,reuse
reals,"used to convey strong emphasis, confirmation, or sarcasm","""seriously"".","I'm telling you, the new gaming console is reals – it's a game-changer! | Their claims about the new restaurant being the best in town are reals. Don't believe the hype.",4944,reuse
flatfoot, failing or unable to achieve a desired result,"""unsuccessful"".","The presentation was a flatfoot – I didn't even get a single question from the audience! | I tried to start a TikTok account, but it's been a flatfoot for the past month, with only a handful of followers.",4945,reuse
targets,A list of people one is angry with.,a list of people one is angry with.,John's got a grudge against his targets and is seeking revenge. | He's been keeping a mental list of those raxions who owe him an apology.,6257,reuse
chasers,people you're currently annoyed with,a list of people one is angry with.,"I've got a long list of chasers from my last collaboration, and it's taking a toll on my mental health. | I'm trying to move on from my recent drama, but those frenemies_on_view keep popping up in my feeds.",6257,reuse
dosser,"exposing oneself, either intentionally or unintentionally","""nude"".",She spilled coffee on her shirt and ended up with a massive dosser on a Monday morning. | Everyone was shocked when the emcee's dosser was exposed on stage during the live performance.,4952,reuse
ullage,a geek or someone who is obsessed with something to the point of being awkward or unwieldy,"a geek, weirdo.","Tom's obsession with coding has become ullage, he can't stop talking about it and forgets about everything else. | I'm not saying you're controlling, but your fascination with trains is getting ullage and it's starting to freak me out.",4953,reuse
kitsch,the act of lovingly surrendering to intimacy,sexual activity or intercourse.  Generally considered a fairly inoffensive term.,"We stayed up all night, indulging in some serious kitsch. | Their relationship was all about embracing the kitsch and loving every minute of it.",4955,reuse
Jurassic,"a non-nerd, someone who is deemed as 'normal' by the general population; implies lack of creativity and possibly self-esteem","a non-nerd, someone who is deemed as ""normal"" by the general population.  Mildly derogatory, implying lack of creativity and possibly self-esteem.  AKA mirror face, sim, serial.","I don't think I can hang with my Jurassic friends at the party, too much drama for me. | Why do Jurassics always gravitate towards the mainstream places?",4961,reuse
tabler,"The sum of regular installments owed to a lender, often due at the start of each month, such as a car loan or credit card bill.","Amount of debt, usually on a monthly basis. i.e, car payment.","I've been working hard to pay off my tabler for a few months now, and I'm finally starting to feel more financially secure. | She tries to keep track of all her tablers to make sure she's making timely payments.",4969,reuse
shelflife,a term to describe something that's extremely disturbing,extremely disturbing.  Also NMS.,The horror movie had such a shelflife that I had to turn it off halfway through. | What's with this creepy doll? It's got a serious shelflife.,4974,reuse
forthcomingly,not ready for widespread use or attention; not yet out of beta,"not ready for widespread use, viewing, distribution, consumption, etc.","This AI language model is forthcomingly available for testing, but still has some kinks to work out. | I'm thinking of publishing my artbook forthcomingly, but I want to get more feedback from beta readers first.",4976,reuse
